,county,state,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Poverty
1995,Morris,KS,0.697,0.228,2568.0,0.732,0.253,2849.0,65.0,0.0,5605.0,2752.0,2853.0,4.5,92.3,0.1,0.2,0.5,0.0,9.8
1996,Morris,NJ,0.504,0.46,248848.0,0.444,0.54,208041.0,9357.0,839.0,498847.0,244480.0,254367.0,13.0,72.0,3.0,0.0,10.1,0.0,4.6
1997,Morris,TX,0.694,0.287,4964.0,0.692,0.3,5548.0,236.0,5.0,12530.0,6022.0,6508.0,9.2,65.1,23.6,0.4,0.1,0.1,15.7
1998,Morrison,MN,0.737,0.207,17534.0,0.759,0.224,19523.0,903.0,9.0,32880.0,16616.0,16264.0,1.6,95.9,0.6,0.2,0.5,0.0,11.4
1999,Morrow,OH,0.724,0.229,16186.0,0.762,0.22,18088.0,474.0,2.0,34935.0,17467.0,17468.0,1.4,96.1,0.7,0.1,0.0,0.0,9.7
2000,Morrow,OR,0.676,0.252,3989.0,0.703,0.266,5060.0,559.0,7.0,11153.0,5724.0,5429.0,35.1,60.7,0.3,0.7,0.6,0.3,14.7
2001,Morton,KS,0.836,0.125,1160.0,0.863,0.126,1163.0,56.0,2.0,2931.0,1534.0,1397.0,22.6,72.4,0.8,0.0,0.1,0.0,8.0
2002,Morton,ND,0.728,0.198,15547.0,0.737,0.233,16619.0,2552.0,54.0,30059.0,15395.0,14664.0,2.7,90.9,0.6,4.0,0.1,0.0,7.9
2003,Motley,TX,0.921,0.065,620.0,0.926,0.071,652.0,17.0,0.0,1114.0,575.0,539.0,16.3,76.5,3.5,0.0,0.0,0.0,12.2
2004,Moultrie,IL,0.717,0.238,6209.0,0.737,0.246,6698.0,496.0,6.0,14711.0,7173.0,7538.0,1.2,97.0,0.6,0.2,0.2,0.0,12.1
2005,Mountrail,ND,0.636,0.302,4009.0,0.677,0.302,4142.0,581.0,9.0,9986.0,5519.0,4467.0,7.0,62.9,1.1,25.9,0.4,0.0,11.2
2006,Mower,MN,0.502,0.423,17587.0,0.518,0.463,19441.0,1572.0,19.0,39386.0,19742.0,19644.0,11.0,80.8,3.4,0.1,2.4,0.0,13.0
2007,Muhlenberg,KY,0.72,0.251,13054.0,0.738,0.249,14229.0,995.0,14.0,31153.0,15763.0,15390.0,1.5,92.1,4.9,0.2,0.2,0.0,20.5
2008,Multnomah,OR,0.176,0.76,357762.0,0.179,0.793,461453.0,9894.0,172.0,788459.0,390542.0,397917.0,11.3,70.5,5.3,0.6,7.0,0.6,16.4
2009,Murray,GA,0.832,0.145,12422.0,0.841,0.15,15389.0,1105.0,10.0,39444.0,19397.0,20047.0,14.3,83.3,1.0,0.1,0.4,0.0,18.0
2010,Murray,MN,0.641,0.279,4642.0,0.689,0.297,4883.0,314.0,3.0,8394.0,4178.0,4216.0,3.6,93.8,0.6,0.2,1.1,0.0,8.2
2011,Murray,OK,0.755,0.197,5525.0,0.782,0.196,5894.0,337.0,3.0,13797.0,6918.0,6879.0,6.0,73.2,1.7,8.3,0.6,0.0,14.1
2012,Muscatine,IA,0.5,0.434,19086.0,0.525,0.454,20629.0,1620.0,58.0,42923.0,21256.0,21667.0,17.5,77.8,1.9,0.2,1.1,0.1,10.5
2013,Muscogee,GA,0.394,0.58,68320.0,0.373,0.615,80543.0,6419.0,175.0,198647.0,97309.0,101338.0,7.5,41.1,45.0,0.3,2.4,0.2,21.7
2014,Muskegon,MI,0.466,0.475,77114.0,0.486,0.496,91701.0,2558.0,84.0,172707.0,85918.0,86789.0,5.4,76.5,13.5,0.5,0.5,0.0,18.5
2015,Muskingum,OH,0.651,0.302,36217.0,0.689,0.296,39693.0,1096.0,4.0,85933.0,41718.0,44215.0,1.0,91.8,3.1,0.2,0.4,0.0,16.6
2016,Muskogee,OK,0.621,0.329,24193.0,0.659,0.32,25081.0,2461.0,28.0,69471.0,33978.0,35493.0,5.9,56.6,10.7,18.0,0.7,0.0,21.9
2017,Musselshell,MT,0.814,0.137,2409.0,0.841,0.143,2881.0,128.0,2.0,4766.0,2368.0,2398.0,2.4,92.9,0.8,0.7,1.5,0.0,17.4
2018,Nacogdoches,TX,0.658,0.304,22430.0,0.649,0.336,26755.0,1820.0,70.0,65411.0,31297.0,34114.0,18.9,59.9,17.2,0.3,1.6,0.0,24.9
2019,Nance,NE,0.786,0.175,1599.0,0.786,0.196,1828.0,119.0,0.0,3569.0,1764.0,1805.0,2.5,96.9,0.1,0.3,0.1,0.1,11.7
2020,Nantucket,MA,0.295,0.647,6404.0,0.262,0.717,7297.0,0.0,0.0,10912.0,5804.0,5108.0,8.6,73.8,8.0,0.6,2.4,0.1,11.2
2021,Napa,CA,0.296,0.649,31534.0,0.286,0.692,67847.0,2040.0,16.0,141005.0,70311.0,70694.0,33.7,53.2,2.0,0.3,7.8,0.2,8.2
2022,Nash,NC,0.493,0.491,46903.0,0.495,0.496,52111.0,3550.0,80.0,94125.0,45178.0,48947.0,6.7,50.9,39.2,0.7,0.9,0.0,15.9
2023,Nassau,FL,0.735,0.233,46537.0,0.723,0.264,58909.0,2504.0,52.0,78435.0,38706.0,39729.0,3.8,87.5,6.1,0.4,0.9,0.0,11.4
2024,Nassau,NY,0.459,0.513,599649.0,0.501,0.489,572706.0,50294.0,2216.0,1363069.0,661718.0,701351.0,16.4,61.4,11.0,0.1,9.0,0.0,5.9
2025,Natchitoches,LA,0.54,0.43,16617.0,0.565,0.417,16554.0,1510.0,30.0,39051.0,18610.0,20441.0,2.2,52.7,40.9,1.1,0.7,0.0,31.9
2026,Natrona,WY,0.724,0.202,32493.0,0.718,0.242,35202.0,1688.0,8.0,81023.0,41061.0,39962.0,8.2,87.0,1.2,0.6,0.8,0.0,9.9
2027,Navajo,AZ,0.513,0.434,35409.0,0.534,0.452,51767.0,6538.0,241.0,107902.0,54037.0,53865.0,11.2,41.6,0.7,43.2,0.6,0.1,29.1
2028,Navarro,TX,0.732,0.244,16382.0,0.722,0.267,19105.0,1472.0,34.0,48239.0,23726.0,24513.0,26.2,57.3,13.1,0.3,0.6,1.0,18.8
2029,Nelson,KY,0.647,0.31,20772.0,0.676,0.309,23245.0,1100.0,4.0,45131.0,22276.0,22855.0,2.1,90.6,5.3,0.1,0.4,0.0,11.4
2030,Nelson,ND,0.605,0.316,1694.0,0.642,0.33,1777.0,177.0,3.0,2971.0,1530.0,1441.0,2.5,96.7,0.0,0.3,0.0,0.0,8.4
2031,Nelson,VA,0.503,0.446,8247.0,0.514,0.461,9335.0,141.0,2.0,14863.0,7224.0,7639.0,3.9,81.6,12.6,0.2,0.4,0.0,14.9
2032,Nemaha,KS,0.809,0.142,5025.0,0.82,0.164,5625.0,315.0,2.0,10095.0,5083.0,5012.0,1.8,95.6,0.5,0.5,0.3,0.0,10.8
2033,Nemaha,NE,0.681,0.252,3035.0,0.709,0.269,3423.0,175.0,0.0,7041.0,3476.0,3565.0,2.6,94.3,1.4,0.6,0.7,0.0,11.5
2034,Neosho,KS,0.706,0.238,6151.0,0.723,0.261,6629.0,274.0,0.0,16209.0,7935.0,8274.0,5.0,90.6,1.0,0.4,0.4,0.0,21.4
2035,Neshoba,MS,0.729,0.256,10438.0,0.71,0.278,11698.0,1901.0,111.0,29437.0,14095.0,15342.0,1.9,58.9,20.9,15.7,0.4,0.0,22.1
2036,Ness,KS,0.847,0.111,1435.0,0.884,0.099,1487.0,148.0,9.0,3001.0,1527.0,1474.0,10.7,88.5,0.2,0.2,0.3,0.0,8.9
2037,Nevada,AR,0.617,0.356,3243.0,0.635,0.32,3358.0,335.0,14.0,8528.0,4444.0,4084.0,0.4,63.4,33.4,0.1,1.4,0.0,23.0
2038,Nevada,CA,0.442,0.487,33258.0,0.407,0.57,54177.0,644.0,9.0,98838.0,48732.0,50106.0,9.2,85.4,0.5,0.7,1.1,0.1,12.1
2039,New Castle,DE,0.327,0.623,261468.0,0.307,0.678,287633.0,13259.0,353.0,555036.0,268818.0,286218.0,9.6,58.5,24.1,0.2,5.4,0.0,11.9
2040,New Hanover,NC,0.503,0.462,108737.0,0.483,0.502,129254.0,5447.0,40.0,219866.0,105213.0,114653.0,5.4,76.9,14.0,0.3,1.3,0.1,18.0
2041,New Haven,CT,0.421,0.542,375909.0,0.146,0.844,42102.0,17352.0,1128.0,862127.0,415863.0,446264.0,17.2,64.1,12.3,0.1,3.9,0.0,12.1
2042,New Kent,VA,0.667,0.291,12163.0,0.668,0.32,14418.0,302.0,3.0,20523.0,10309.0,10214.0,2.9,79.5,11.4,0.9,1.0,0.0,5.1
2043,New London,CT,0.438,0.506,124527.0,0.224,0.758,9123.0,3803.0,143.0,270772.0,135581.0,135191.0,10.0,76.2,5.2,0.5,4.1,0.0,9.9
2044,New Madrid,MO,0.717,0.263,7352.0,0.752,0.241,7248.0,827.0,23.0,18030.0,8681.0,9349.0,1.8,80.0,16.0,0.4,0.0,0.0,24.1
2045,New York,NY,0.1,0.872,591368.0,0.145,0.845,446861.0,36712.0,3200.0,1653877.0,782142.0,871735.0,26.1,46.8,12.5,0.1,11.9,0.0,17.3
2046,Newaygo,MI,0.671,0.275,22605.0,0.694,0.29,27164.0,712.0,4.0,47899.0,24036.0,23863.0,5.8,90.7,1.3,0.6,0.3,0.0,17.8
2047,Newberry,SC,0.596,0.37,16795.0,0.614,0.373,18631.0,1703.0,54.0,37914.0,18494.0,19420.0,7.3,59.8,31.6,0.3,0.2,0.0,19.8
2048,Newport,RI,0.376,0.57,39813.0,0.25,0.739,10650.0,678.0,10.0,83204.0,40952.0,42252.0,5.6,86.0,3.1,0.3,2.0,0.1,9.0
2049,Newport News city,VA,0.346,0.599,68432.0,0.325,0.654,81203.0,,,180775.0,87598.0,93177.0,8.6,44.0,39.8,0.2,3.1,0.2,16.4
2050,Newton,AR,0.766,0.186,3753.0,0.798,0.177,3998.0,324.0,20.0,7898.0,3979.0,3919.0,1.4,94.3,0.0,1.5,0.5,0.0,17.8
2051,Newton,GA,0.477,0.501,43787.0,0.44,0.549,54239.0,2925.0,96.0,105042.0,49940.0,55102.0,5.1,48.7,42.6,0.2,1.0,0.1,16.7
2052,Newton,IN,0.704,0.242,5791.0,0.75,0.229,6591.0,277.0,12.0,14056.0,7041.0,7015.0,6.1,91.5,0.1,0.1,0.6,0.0,14.0
2053,Newton,MO,0.775,0.188,26506.0,0.778,0.204,28396.0,2181.0,22.0,58237.0,28926.0,29311.0,5.1,86.5,0.9,2.3,1.3,0.9,12.9
2054,Newton,MS,0.69,0.297,8594.0,0.696,0.293,8678.0,887.0,28.0,21437.0,10043.0,11394.0,1.8,61.5,30.0,5.1,0.5,0.0,23.0
2055,Newton,TX,0.738,0.244,4010.0,0.801,0.193,6096.0,189.0,14.0,14187.0,7436.0,6751.0,3.5,73.6,21.3,0.2,0.1,0.0,15.7
2056,Nez Perce,ID,0.622,0.281,17195.0,0.655,0.319,20967.0,924.0,24.0,40014.0,19811.0,20203.0,3.7,87.2,0.4,5.4,0.9,0.1,14.4
2057,Niagara,NY,0.572,0.382,86000.0,0.585,0.396,87821.0,2137.0,102.0,212675.0,103592.0,109083.0,2.7,86.0,7.1,1.0,1.0,0.0,13.4
2058,Nicholas,KY,0.689,0.277,2840.0,0.709,0.281,3396.0,120.0,3.0,7061.0,3362.0,3699.0,1.5,96.0,1.1,0.2,0.0,0.0,27.8
2059,Nicholas,WV,0.764,0.194,9385.0,0.779,0.209,10630.0,191.0,3.0,25496.0,12515.0,12981.0,0.6,97.3,0.5,0.4,0.3,0.0,18.6
2060,Nicollet,MN,0.471,0.44,17914.0,0.472,0.503,19124.0,802.0,18.0,33477.0,16748.0,16729.0,4.3,89.6,3.0,0.1,1.6,0.0,11.3
2061,Niobrara,WY,0.86,0.089,1297.0,0.855,0.119,1308.0,17.0,0.0,2479.0,1098.0,1381.0,4.3,89.0,0.1,4.1,0.7,0.0,14.9
2062,Noble,IN,0.722,0.231,16890.0,0.739,0.242,19217.0,1357.0,35.0,47421.0,23797.0,23624.0,10.2,87.6,0.4,0.0,0.6,0.0,9.3
2063,Noble,OH,0.756,0.204,5875.0,0.808,0.186,6221.0,239.0,0.0,14498.0,8626.0,5872.0,0.8,92.2,5.4,0.0,0.1,0.0,12.9
2064,Noble,OK,0.761,0.185,4870.0,0.774,0.203,4938.0,205.0,3.0,11421.0,5599.0,5822.0,3.5,81.9,0.8,7.3,0.0,0.0,11.6
2065,Nobles,MN,0.617,0.318,8592.0,0.643,0.336,8708.0,2442.0,19.0,21854.0,11219.0,10635.0,26.8,60.8,4.3,0.5,6.3,0.0,15.8
2066,Nodaway,MO,0.676,0.268,9439.0,0.694,0.289,9874.0,1278.0,11.0,22744.0,11302.0,11442.0,1.6,92.8,2.6,0.3,1.7,0.3,22.6
2067,Nolan,TX,0.749,0.217,4744.0,0.771,0.217,5352.0,441.0,7.0,14990.0,7629.0,7361.0,36.4,57.0,4.9,0.4,0.3,0.0,16.8
2068,Norfolk,MA,0.333,0.612,357781.0,0.375,0.595,6790.0,12089.0,1112.0,694389.0,333237.0,361152.0,4.2,76.7,6.3,0.1,10.3,0.0,6.5
2069,Norfolk city,VA,0.264,0.684,75172.0,0.262,0.72,89491.0,,,245752.0,128254.0,117498.0,7.6,43.6,41.2,0.3,3.5,0.0,21.0
2070,Norman,MN,0.526,0.391,3232.0,0.569,0.409,3434.0,150.0,0.0,6589.0,3337.0,3252.0,5.0,89.7,0.9,2.1,0.6,0.0,12.0
2071,Northampton,NC,0.364,0.626,9761.0,0.395,0.6,10075.0,580.0,19.0,20426.0,9944.0,10482.0,2.1,38.6,56.9,0.5,0.3,0.0,25.4
2072,Northampton,PA,0.5,0.462,142775.0,0.489,0.497,169403.0,5619.0,315.0,300941.0,147829.0,153112.0,12.4,77.9,4.7,0.1,2.8,0.0,9.2
2073,Northampton,VA,0.438,0.531,6134.0,0.44,0.546,6722.0,320.0,31.0,11998.0,5737.0,6261.0,8.4,54.1,34.9,0.2,0.9,0.1,20.3
2074,Northumberland,PA,0.698,0.263,34971.0,0.684,0.3,42335.0,1594.0,112.0,93038.0,46851.0,46187.0,3.2,93.0,2.5,0.2,0.3,0.0,14.4
2075,Northumberland,VA,0.622,0.346,8176.0,0.576,0.417,7793.0,226.0,7.0,12254.0,6051.0,6203.0,0.5,69.9,28.5,0.3,0.1,0.0,13.5
2076,Norton,KS,0.826,0.126,2190.0,0.827,0.151,2390.0,715.0,18.0,5527.0,3127.0,2400.0,5.1,89.5,2.4,0.7,0.4,0.3,11.6
2077,Norton city,VA,0.701,0.263,1456.0,0.696,0.291,1597.0,,,4043.0,1694.0,2349.0,0.9,90.0,3.8,0.1,3.7,0.0,25.7
2078,Nottoway,VA,0.553,0.421,6717.0,0.569,0.42,7080.0,368.0,21.0,15537.0,8415.0,7122.0,4.1,54.6,39.5,0.1,0.3,0.3,21.5
2079,Nowata,OK,0.784,0.175,4237.0,0.822,0.162,4391.0,272.0,4.0,10448.0,5150.0,5298.0,2.9,67.1,2.2,16.5,0.3,0.0,18.1
2080,Noxubee,MS,0.213,0.782,5538.0,0.266,0.72,3981.0,606.0,17.0,10942.0,5206.0,5736.0,1.4,25.9,72.1,0.2,0.0,0.0,34.9
2081,Nuckolls,NE,0.794,0.162,2153.0,0.806,0.178,2296.0,111.0,0.0,4318.0,2163.0,2155.0,2.6,95.5,0.3,0.0,1.2,0.0,10.8
2082,Nueces,TX,0.488,0.472,103958.0,0.508,0.478,126984.0,21378.0,443.0,358484.0,176836.0,181648.0,63.0,30.3,3.6,0.2,1.9,0.1,16.7
2083,Nye,NV,0.68,0.26,19592.0,0.69,0.289,24021.0,726.0,16.0,43296.0,21789.0,21507.0,14.2,77.2,3.0,1.5,1.6,0.4,17.3
2084,O'Brien,IA,0.78,0.179,7348.0,0.777,0.208,7541.0,820.0,14.0,13944.0,6979.0,6965.0,4.5,93.2,0.7,0.2,0.9,0.0,9.7
2085,Oakland,MI,0.436,0.517,663255.0,0.422,0.562,771769.0,26579.0,1241.0,1241860.0,605231.0,636629.0,3.9,72.9,13.6,0.2,6.8,0.0,9.0
2086,Obion,TN,0.779,0.198,12223.0,0.798,0.191,13521.0,1883.0,27.0,30659.0,14679.0,15980.0,4.0,83.4,10.3,0.3,0.3,0.0,23.0
2087,Ocean,NJ,0.655,0.315,259592.0,0.632,0.352,322036.0,16990.0,1070.0,589699.0,283959.0,305740.0,9.0,84.9,2.8,0.0,1.9,0.0,10.9
2088,Oceana,MI,0.607,0.334,11903.0,0.632,0.351,14080.0,676.0,6.0,26317.0,13323.0,12994.0,14.5,82.2,1.2,0.8,0.2,0.0,17.5
2089,Ochiltree,TX,0.882,0.092,2981.0,0.891,0.096,3155.0,338.0,5.0,10484.0,5353.0,5131.0,53.0,44.5,0.2,0.7,0.2,0.0,13.0
2090,Oconee,GA,0.677,0.276,19030.0,0.659,0.324,25168.0,877.0,31.0,35972.0,17661.0,18311.0,4.8,84.9,5.4,0.1,4.1,0.0,6.9
2091,Oconee,SC,0.719,0.238,33530.0,0.73,0.256,40668.0,2547.0,34.0,75926.0,37417.0,38509.0,5.1,84.8,7.1,0.2,0.7,0.0,18.6
2092,Oconto,WI,0.665,0.295,19924.0,0.699,0.289,23215.0,2270.0,18.0,37465.0,19145.0,18320.0,1.7,95.3,0.4,0.8,0.4,0.0,9.1
2093,Ogemaw,MI,0.657,0.292,10386.0,0.693,0.292,11907.0,135.0,5.0,20979.0,10518.0,10461.0,2.0,95.0,0.3,1.2,0.6,0.0,18.7
2094,Ogle,IL,0.603,0.337,23798.0,0.618,0.357,26040.0,1428.0,8.0,51619.0,25702.0,25917.0,9.8,87.3,1.1,0.1,0.5,0.0,11.1
2095,Oglethorpe,GA,0.695,0.275,6650.0,0.688,0.3,8131.0,432.0,13.0,14654.0,7362.0,7292.0,4.1,75.9,18.0,0.1,0.3,0.0,17.6
2096,Ohio,IN,0.726,0.235,2917.0,0.756,0.237,3164.0,151.0,7.0,5911.0,2967.0,2944.0,1.0,96.7,1.3,0.1,0.3,0.0,5.0
2097,Ohio,KY,0.764,0.2,10398.0,0.771,0.216,11127.0,631.0,10.0,24062.0,11957.0,12105.0,3.4,94.4,0.9,0.0,0.3,0.0,21.3
2098,Ohio,WV,0.622,0.306,17819.0,0.621,0.363,19674.0,638.0,9.0,42906.0,20667.0,22239.0,1.0,92.3,4.0,0.2,0.7,0.0,13.7
2099,Okaloosa,FL,0.713,0.236,100657.0,0.684,0.293,116677.0,6545.0,130.0,197591.0,100239.0,97352.0,8.7,74.5,9.5,0.6,2.8,0.1,11.5
2100,Okanogan,WA,0.573,0.372,7061.0,0.561,0.419,20561.0,1124.0,11.0,41377.0,20868.0,20509.0,19.4,65.8,0.4,9.3,0.9,0.2,21.8
2101,Okeechobee,FL,0.685,0.29,13632.0,0.718,0.275,15983.0,1763.0,38.0,40228.0,21767.0,18461.0,25.0,64.0,8.0,0.6,0.9,0.2,22.3
2102,Okfuskee,OK,0.71,0.24,3933.0,0.757,0.222,4038.0,582.0,8.0,12160.0,6518.0,5642.0,3.9,61.6,7.6,13.7,0.1,0.0,25.2
2103,Oklahoma,OK,0.517,0.412,273609.0,0.492,0.481,294740.0,24869.0,232.0,774203.0,378842.0,395361.0,16.8,56.8,14.8,2.5,3.3,0.1,17.0
2104,Okmulgee,OK,0.641,0.314,13924.0,0.675,0.304,14313.0,1313.0,14.0,39121.0,19298.0,19823.0,3.8,62.8,8.5,13.5,0.4,0.0,19.5
2105,Oktibbeha,MS,0.475,0.486,16151.0,0.455,0.52,19737.0,2087.0,57.0,49392.0,24860.0,24532.0,1.6,56.9,37.1,0.1,2.9,0.0,29.8
2106,Oldham,KY,0.623,0.313,32853.0,0.597,0.382,37936.0,1511.0,26.0,64633.0,33876.0,30757.0,3.8,88.5,3.6,0.2,1.4,0.1,5.6
2107,Oldham,TX,0.899,0.083,945.0,0.909,0.08,1009.0,27.0,2.0,2083.0,1208.0,875.0,15.5,75.8,5.6,0.0,0.1,0.0,11.1
2108,Oliver,ND,0.825,0.119,1002.0,0.861,0.121,1066.0,87.0,2.0,1822.0,950.0,872.0,3.7,91.5,0.4,2.7,0.4,0.0,3.1
2109,Olmsted,MN,0.45,0.457,79277.0,0.436,0.543,91086.0,3623.0,30.0,151685.0,74208.0,77477.0,4.8,81.1,5.5,0.2,5.8,0.0,9.1
2110,Oneida,ID,0.74,0.089,2068.0,0.876,0.102,2451.0,64.0,0.0,4284.0,2136.0,2148.0,4.2,93.7,0.1,0.4,0.0,0.0,12.6
2111,Oneida,NY,0.578,0.367,83876.0,0.618,0.363,84099.0,2851.0,129.0,232324.0,115854.0,116470.0,5.4,82.6,5.8,0.2,4.0,0.0,16.6
2112,Oneida,WI,0.56,0.389,20837.0,0.566,0.418,24159.0,1373.0,13.0,35352.0,17790.0,17562.0,1.4,95.1,0.7,1.1,0.5,0.0,9.0
2113,Onondaga,NY,0.408,0.536,191962.0,0.447,0.531,176798.0,5762.0,212.0,467669.0,225685.0,241984.0,4.7,77.1,10.7,0.5,3.9,0.0,14.9
2114,Onslow,NC,0.656,0.31,55364.0,0.642,0.335,70117.0,3535.0,32.0,192685.0,107245.0,85440.0,12.2,66.8,13.7,0.4,2.1,0.2,14.1
2115,Ontario,NY,0.511,0.424,47664.0,0.539,0.434,47830.0,710.0,35.0,109491.0,53712.0,55779.0,4.4,90.3,2.3,0.2,1.3,0.1,9.7
2116,Ontonagon,MI,0.605,0.344,3420.0,0.619,0.365,3810.0,127.0,1.0,6072.0,3104.0,2968.0,1.4,95.2,0.3,1.0,0.1,0.1,15.5
2117,Orange,CA,0.447,0.499,830206.0,0.444,0.536,1503039.0,60115.0,1484.0,3155816.0,1558245.0,1597571.0,34.2,41.4,1.6,0.2,19.5,0.3,12.1
2118,Orange,FL,0.357,0.604,545800.0,0.379,0.61,647059.0,46725.0,560.0,1290216.0,633835.0,656381.0,30.2,41.6,19.9,0.1,5.1,0.0,16.7
2119,Orange,IN,0.708,0.25,8189.0,0.728,0.252,8830.0,455.0,25.0,19623.0,9687.0,9936.0,1.4,95.6,1.3,0.1,0.5,0.0,15.0
2120,Orange,NC,0.23,0.74,79830.0,0.238,0.751,84010.0,3160.0,59.0,141812.0,67598.0,74214.0,8.3,69.4,11.4,0.4,7.6,0.0,14.0
2121,Orange,NY,0.512,0.448,140753.0,0.545,0.442,139956.0,13889.0,507.0,378174.0,189437.0,188737.0,19.7,65.4,9.7,0.2,2.6,0.0,12.2
2122,Orange,TX,0.799,0.18,31761.0,0.811,0.177,35974.0,2267.0,46.0,83909.0,41505.0,42404.0,7.1,81.4,8.3,0.3,1.1,0.0,14.2
2123,Orange,VA,0.613,0.347,17157.0,0.601,0.386,20688.0,427.0,5.0,35265.0,17341.0,17924.0,4.6,78.9,12.3,0.2,0.9,0.0,8.9
2124,Orange,VT,0.371,0.559,13464.0,0.531,0.428,610.0,38.0,0.0,28901.0,14358.0,14543.0,1.3,95.7,0.7,0.4,0.3,0.1,11.5
2125,Orangeburg,SC,0.307,0.676,38824.0,0.33,0.662,41205.0,3397.0,131.0,89116.0,41789.0,47327.0,2.1,33.3,61.7,0.3,0.9,0.0,23.2
2126,Oregon,MO,0.786,0.185,4664.0,0.811,0.174,4742.0,247.0,0.0,10779.0,5261.0,5518.0,1.6,94.3,0.2,1.0,0.8,0.0,25.3
2127,Orleans,NY,0.693,0.259,16722.0,0.715,0.261,15625.0,413.0,54.0,41584.0,20662.0,20922.0,4.7,86.5,5.9,0.4,0.7,0.1,15.9
2128,Orleans,VT,0.469,0.472,10988.0,,,,42.0,0.0,26951.0,13534.0,13417.0,1.4,95.5,0.4,0.5,0.3,0.0,14.2
2129,Orleans,LA,0.147,0.808,165619.0,0.15,0.831,177819.0,13569.0,595.0,388182.0,185063.0,203119.0,5.5,30.6,59.1,0.1,2.9,0.0,25.4
2130,Osage,KS,0.684,0.251,6894.0,0.708,0.266,7893.0,166.0,3.0,15894.0,7915.0,7979.0,3.0,93.7,0.7,0.2,0.2,0.0,12.8
2131,Osage,MO,0.826,0.141,7078.0,0.851,0.138,7449.0,559.0,3.0,13610.0,7105.0,6505.0,0.8,97.5,0.7,0.5,0.0,0.0,6.8
2132,Osage,OK,0.663,0.295,18942.0,0.688,0.292,20538.0,1427.0,15.0,47350.0,23748.0,23602.0,3.4,63.7,11.3,13.2,0.4,0.1,15.7
2133,Osborne,KS,0.82,0.132,1753.0,0.837,0.145,1899.0,24.0,0.0,3684.0,1836.0,1848.0,2.0,94.7,0.5,0.4,0.3,0.0,15.5
2134,Osceola,FL,0.359,0.609,139981.0,0.426,0.564,172374.0,14380.0,207.0,325168.0,160216.0,164952.0,51.6,34.2,9.2,0.2,2.4,0.1,17.8
2135,Osceola,IA,0.791,0.173,3197.0,0.808,0.18,3325.0,319.0,0.0,6149.0,3099.0,3050.0,7.4,90.4,1.3,0.0,0.1,0.1,11.4
2136,Osceola,MI,0.692,0.255,10597.0,0.724,0.26,12340.0,201.0,1.0,23221.0,11725.0,11496.0,1.7,94.9,1.0,0.8,0.3,0.0,20.7
2137,Oscoda,MI,0.7,0.257,4062.0,0.711,0.275,4874.0,60.0,2.0,8304.0,4266.0,4038.0,1.4,95.7,0.6,0.5,0.1,0.1,18.1
2138,Oswego,NY,0.586,0.354,44122.0,0.649,0.329,44546.0,648.0,4.0,119833.0,60028.0,59805.0,2.5,94.3,0.8,0.1,0.6,0.0,18.3
2139,Otero,CO,0.593,0.341,5038.0,0.602,0.376,9459.0,182.0,7.0,18325.0,8957.0,9368.0,41.5,54.5,0.7,0.5,1.0,0.9,22.9
2140,Otero,NM,0.594,0.305,19791.0,0.616,0.36,23569.0,569.0,14.0,65130.0,33478.0,31652.0,37.5,49.8,3.1,6.2,1.2,0.0,21.4
2141,Otoe,NE,0.664,0.277,7279.0,0.675,0.299,8306.0,345.0,1.0,15875.0,7783.0,8092.0,7.6,89.5,0.2,0.4,0.5,0.0,10.0
2142,Otsego,MI,0.66,0.284,12529.0,0.663,0.321,14756.0,287.0,12.0,24247.0,11951.0,12296.0,1.6,94.7,0.4,0.5,0.5,0.0,14.9
2143,Otsego,NY,0.534,0.403,23024.0,0.568,0.409,22340.0,421.0,5.0,60750.0,29341.0,31409.0,3.5,91.5,1.7,0.1,1.3,0.0,16.1
2144,Ottawa,KS,0.789,0.148,2866.0,0.817,0.16,3159.0,119.0,0.0,5957.0,3118.0,2839.0,2.7,94.3,0.8,0.2,0.2,0.0,9.7
2145,Ottawa,MI,0.622,0.318,145405.0,0.598,0.384,168074.0,5762.0,78.0,280243.0,138250.0,141993.0,9.4,84.3,1.4,0.3,2.7,0.0,9.5
2146,Ottawa,OH,0.57,0.374,21742.0,0.607,0.376,23525.0,665.0,30.0,40769.0,20272.0,20497.0,4.9,92.3,1.1,0.1,0.2,0.0,10.5
2147,Ottawa,OK,0.714,0.242,10686.0,0.747,0.235,11438.0,1300.0,19.0,31725.0,15570.0,16155.0,5.4,65.6,1.0,15.2,0.7,0.7,21.8
2148,Otter Tail,MN,0.649,0.289,32284.0,0.654,0.328,36372.0,1031.0,8.0,57790.0,29049.0,28741.0,3.2,93.0,1.4,0.4,0.6,0.0,9.4
2149,Ouachita,AR,0.539,0.435,9929.0,0.584,0.378,8993.0,401.0,9.0,24378.0,11547.0,12831.0,2.1,55.5,40.7,0.2,0.1,0.0,26.0
2150,Ouachita,LA,0.614,0.359,67987.0,0.611,0.375,69166.0,7146.0,167.0,156433.0,75019.0,81414.0,2.2,58.3,37.4,0.2,1.0,0.0,24.5
