,county,state,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Poverty
1139,Habersham,GA,0.817,0.154,16128.0,0.814,0.174,20432.0,1909.0,78.0,43878.0,20824.0,23054.0,14.2,77.3,3.1,0.1,2.3,0.2,17.2
1140,Hale,AL,0.396,0.596,8010.0,0.403,0.592,7922.0,796.0,30.0,14995.0,7049.0,7946.0,1.3,39.5,58.7,0.2,0.2,0.0,26.1
1141,Hale,TX,0.721,0.237,8802.0,0.749,0.238,9560.0,2678.0,64.0,34527.0,17906.0,16621.0,58.8,34.6,4.4,0.1,0.2,0.0,19.8
1142,Halifax,NC,0.36,0.629,24881.0,0.391,0.604,25485.0,1484.0,27.0,52300.0,25152.0,27148.0,2.7,38.7,52.6,3.5,0.8,0.0,26.8
1143,Halifax,VA,0.572,0.407,16946.0,0.572,0.421,18224.0,553.0,8.0,35030.0,16505.0,18525.0,2.0,59.8,35.7,0.3,0.7,0.0,18.7
1144,Hall,GA,0.737,0.23,70133.0,0.709,0.277,90523.0,10845.0,179.0,192865.0,96103.0,96762.0,27.8,61.6,7.3,0.2,1.7,0.0,16.1
1145,Hall,NE,0.663,0.288,21331.0,0.664,0.315,24374.0,2790.0,52.0,61233.0,30843.0,30390.0,26.8,68.0,2.2,0.3,1.2,0.2,13.5
1146,Hall,TX,0.818,0.151,1089.0,0.852,0.143,1165.0,44.0,1.0,3102.0,1552.0,1550.0,34.2,56.7,7.4,0.1,0.5,0.0,22.2
1147,Hamblen,TN,0.77,0.198,20579.0,0.764,0.223,24606.0,2584.0,50.0,63465.0,31109.0,32356.0,11.5,81.9,3.4,0.1,1.0,0.0,19.8
1148,Hamilton,FL,0.631,0.348,5451.0,0.653,0.336,5838.0,910.0,10.0,14238.0,8228.0,6010.0,9.2,54.9,34.1,0.6,0.0,0.0,26.6
1149,Hamilton,IA,0.586,0.358,7589.0,0.582,0.334,8516.0,504.0,5.0,15201.0,7433.0,7768.0,6.0,89.6,1.1,0.0,3.0,0.0,9.4
1150,Hamilton,IL,0.774,0.193,4143.0,0.794,0.19,4316.0,148.0,2.0,8259.0,4045.0,4214.0,0.3,98.9,0.6,0.1,0.1,0.0,13.9
1151,Hamilton,IN,0.568,0.372,153630.0,0.524,0.456,193823.0,7085.0,125.0,309687.0,151395.0,158292.0,3.8,84.5,3.6,0.1,5.7,0.0,5.0
1152,Hamilton,KS,0.815,0.135,847.0,0.817,0.16,837.0,64.0,0.0,2621.0,1381.0,1240.0,33.7,63.8,0.7,0.2,0.0,0.0,9.3
1153,Hamilton,NE,0.768,0.178,4902.0,0.778,0.202,5520.0,255.0,12.0,9149.0,4566.0,4583.0,3.2,95.2,0.7,0.1,0.1,0.0,7.2
1154,Hamilton,NY,0.668,0.28,2688.0,0.679,0.305,2825.0,19.0,0.0,4646.0,2387.0,2259.0,1.5,95.5,0.8,0.0,0.0,0.0,9.7
1155,Hamilton,OH,0.43,0.526,395000.0,0.414,0.57,417408.0,19030.0,349.0,808703.0,389496.0,419207.0,3.0,65.9,25.6,0.1,2.4,0.1,17.0
1156,Hamilton,TN,0.558,0.392,141088.0,0.539,0.441,170735.0,12313.0,111.0,354589.0,170993.0,183596.0,5.3,71.4,19.3,0.1,2.0,0.0,14.5
1157,Hamilton,TX,0.847,0.133,3609.0,0.831,0.147,4347.0,206.0,5.0,8220.0,4062.0,4158.0,12.0,85.1,0.7,0.7,0.2,0.0,16.1
1158,Hamlin,SD,0.743,0.201,2762.0,0.769,0.21,3083.0,225.0,0.0,5911.0,3024.0,2887.0,3.7,94.5,0.2,0.7,0.2,0.0,5.6
1159,Hampden,MA,0.391,0.551,200220.0,0.514,0.461,3326.0,10359.0,821.0,469188.0,226391.0,242797.0,23.9,64.1,7.8,0.1,2.2,0.0,17.2
1160,Hampshire,MA,0.268,0.663,82329.0,,,,1520.0,155.0,161197.0,75492.0,85705.0,5.4,84.2,2.8,0.1,5.3,0.0,13.8
1161,Hampshire,WV,0.777,0.184,8557.0,0.796,0.192,10086.0,144.0,1.0,23412.0,12081.0,11331.0,1.3,95.9,1.1,0.5,0.2,0.0,16.9
1162,Hampton,SC,0.396,0.587,8794.0,0.42,0.572,9305.0,772.0,31.0,20066.0,10350.0,9716.0,4.0,40.9,53.0,0.2,0.4,0.0,18.4
1163,Hampton city,VA,0.29,0.667,61489.0,0.281,0.704,65656.0,,,136255.0,65820.0,70435.0,5.4,39.2,49.2,0.4,2.4,0.1,14.9
1164,Hancock,GA,0.235,0.754,3572.0,0.278,0.717,4165.0,419.0,44.0,8667.0,5258.0,3409.0,1.8,24.1,72.9,0.0,0.5,0.1,30.0
1165,Hancock,IA,0.683,0.272,5815.0,0.713,0.273,6161.0,410.0,6.0,10971.0,5519.0,5452.0,3.9,93.8,0.6,0.3,0.1,0.0,9.1
1166,Hancock,IL,0.731,0.223,7818.0,0.809,0.17,6565.0,369.0,4.0,18264.0,9083.0,9181.0,1.4,96.3,0.7,0.0,0.4,0.0,11.2
1167,Hancock,IN,0.695,0.247,36027.0,0.676,0.301,42645.0,1368.0,44.0,72776.0,35716.0,37060.0,2.2,93.0,1.9,0.1,0.8,0.0,7.0
1168,Hancock,KY,0.649,0.29,4293.0,0.686,0.295,4587.0,167.0,3.0,8700.0,4494.0,4206.0,1.5,95.8,0.9,0.1,0.6,0.0,15.7
1169,Hancock,ME,0.428,0.504,31983.0,0.524,0.443,1486.0,74.0,1.0,54468.0,26394.0,28074.0,1.3,95.1,0.8,0.4,1.0,0.1,11.6
1170,Hancock,MS,0.783,0.19,17517.0,0.804,0.178,17403.0,898.0,30.0,46277.0,22527.0,23750.0,3.8,84.9,8.7,0.3,0.2,0.0,17.2
1171,Hancock,OH,0.675,0.267,35216.0,0.679,0.304,37999.0,1284.0,30.0,75508.0,37209.0,38299.0,5.2,89.6,1.4,0.0,1.8,0.0,12.1
1172,Hancock,TN,0.826,0.144,2229.0,0.864,0.132,2744.0,128.0,3.0,6605.0,3273.0,3332.0,0.9,97.1,0.5,0.7,0.3,0.0,25.7
1173,Hancock,WV,0.702,0.257,12642.0,0.711,0.275,13800.0,242.0,1.0,29921.0,14495.0,15426.0,1.4,94.1,2.1,0.1,0.5,0.0,13.5
1174,Hand,SD,0.765,0.184,1818.0,0.781,0.203,1836.0,150.0,1.0,3303.0,1673.0,1630.0,0.7,97.9,0.0,0.0,0.2,0.0,8.2
1175,Hanover,VA,0.635,0.311,62313.0,0.627,0.358,70728.0,1721.0,44.0,103218.0,50653.0,52565.0,2.8,84.4,9.0,0.1,1.5,0.0,5.8
1176,Hansford,TX,0.889,0.088,1947.0,0.903,0.081,2046.0,199.0,6.0,5532.0,2760.0,2772.0,46.4,53.3,0.1,0.1,0.0,0.0,18.7
1177,Hanson,SD,0.746,0.211,2006.0,0.751,0.233,2388.0,110.0,1.0,3404.0,1714.0,1690.0,0.0,93.9,4.6,1.1,0.0,0.0,6.5
1178,Haralson,GA,0.846,0.13,11317.0,0.864,0.126,14272.0,673.0,11.0,28722.0,13965.0,14757.0,1.5,91.2,4.3,0.2,0.8,0.0,18.0
1179,Hardee,FL,0.691,0.283,7577.0,0.722,0.271,8485.0,1625.0,16.0,27326.0,14716.0,12610.0,43.2,47.4,7.9,0.2,0.6,0.0,24.5
1180,Hardeman,TN,0.531,0.452,9242.0,0.573,0.416,10058.0,1956.0,33.0,25784.0,14076.0,11708.0,1.7,54.7,41.5,0.3,0.7,0.0,21.2
1181,Hardeman,TX,0.799,0.165,1511.0,0.842,0.153,1580.0,63.0,3.0,3990.0,1950.0,2040.0,21.3,68.6,6.9,0.4,0.5,0.0,13.8
1182,Hardin,IA,0.621,0.329,8423.0,0.652,0.332,8975.0,551.0,7.0,17239.0,8634.0,8605.0,4.2,92.3,1.4,0.3,0.6,0.0,8.0
1183,Hardin,IL,0.774,0.196,2133.0,,,0.0,59.0,0.0,4161.0,2171.0,1990.0,1.8,93.1,3.8,0.2,0.1,0.0,16.6
1184,Hardin,KY,0.625,0.323,43141.0,0.61,0.37,48941.0,2304.0,13.0,107699.0,53731.0,53968.0,5.6,76.3,11.3,0.2,2.0,0.3,14.2
1185,Hardin,OH,0.711,0.239,12014.0,0.749,0.234,12954.0,416.0,14.0,31576.0,15620.0,15956.0,1.6,95.3,0.7,0.0,0.8,0.0,16.6
1186,Hardin,TN,0.805,0.163,9949.0,0.829,0.154,11534.0,1453.0,23.0,25813.0,12669.0,13144.0,2.3,92.0,3.7,0.1,1.0,0.1,21.5
1187,Hardin,TX,0.861,0.122,22768.0,0.864,0.125,27555.0,1461.0,35.0,55993.0,27365.0,28628.0,5.4,87.0,5.6,0.2,0.5,0.0,12.0
1188,Harding,NM,0.59,0.296,527.0,0.632,0.354,505.0,1.0,0.0,546.0,291.0,255.0,37.4,62.3,0.0,0.0,0.0,0.0,19.8
1189,Harding,SD,0.902,0.049,769.0,0.92,0.06,813.0,58.0,0.0,1281.0,684.0,597.0,1.8,93.8,1.3,1.9,0.7,0.0,12.9
1190,Hardy,WV,0.755,0.207,6022.0,0.767,0.218,6331.0,108.0,1.0,13812.0,6846.0,6966.0,4.2,90.8,3.3,0.1,1.3,0.0,14.8
1191,Harford,MD,0.598,0.353,124224.0,0.56,0.419,137829.0,3726.0,82.0,250132.0,122344.0,127788.0,4.2,77.0,13.1,0.2,2.6,0.0,7.5
1192,Harlan,KY,0.849,0.128,10757.0,0.854,0.136,10971.0,625.0,14.0,27548.0,13323.0,14225.0,0.9,95.2,2.6,0.1,0.4,0.0,35.6
1193,Harlan,NE,0.823,0.138,1582.0,0.838,0.146,1928.0,66.0,0.0,3469.0,1811.0,1658.0,3.7,94.2,0.9,0.3,0.3,0.0,12.9
1194,Harmon,OK,0.732,0.23,975.0,0.801,0.19,933.0,78.0,0.0,2758.0,1344.0,1414.0,27.9,59.0,7.4,0.3,1.2,0.0,16.1
1195,Harnett,NC,0.607,0.366,44955.0,0.605,0.378,57733.0,3059.0,72.0,128753.0,63747.0,65006.0,12.3,62.1,20.6,0.8,1.0,0.1,18.0
1196,Harney,OR,0.754,0.177,3850.0,0.775,0.2,4481.0,39.0,0.0,7195.0,3633.0,3562.0,5.0,86.8,0.8,3.1,0.4,0.1,17.5
1197,Harper,KS,0.776,0.154,2513.0,0.81,0.173,2626.0,164.0,3.0,5746.0,2928.0,2818.0,6.3,90.3,0.1,2.3,0.2,0.0,16.8
1198,Harper,OK,0.88,0.088,1485.0,0.892,0.091,1487.0,80.0,2.0,3843.0,1948.0,1895.0,22.2,74.9,0.1,0.3,0.0,0.0,13.2
1199,Harris,GA,0.728,0.249,16392.0,0.716,0.273,19991.0,857.0,25.0,33198.0,16686.0,16512.0,3.3,77.1,15.9,0.1,0.9,0.0,7.3
1200,Harris,TX,0.418,0.542,1302887.0,0.428,0.558,1633671.0,162306.0,2811.0,4525519.0,2251060.0,2274459.0,42.2,30.6,18.5,0.2,6.8,0.1,16.8
1201,Harrison,IA,0.663,0.288,7378.0,0.684,0.3,8144.0,741.0,17.0,14196.0,7016.0,7180.0,1.6,96.5,0.2,0.3,0.3,0.1,10.4
1202,Harrison,IN,0.701,0.258,18528.0,0.72,0.264,20198.0,888.0,24.0,39450.0,19790.0,19660.0,1.7,95.7,0.2,0.6,0.4,0.0,12.9
1203,Harrison,KY,0.699,0.261,7780.0,0.715,0.271,8853.0,286.0,1.0,18630.0,9162.0,9468.0,2.3,93.8,1.7,0.0,0.0,0.0,16.4
1204,Harrison,MO,0.805,0.156,3682.0,0.836,0.156,3825.0,197.0,1.0,8615.0,4280.0,4335.0,2.1,95.5,0.8,0.2,0.0,0.0,18.3
1205,Harrison,MS,0.64,0.333,62076.0,0.677,0.304,60941.0,5625.0,89.0,200491.0,98928.0,101563.0,5.3,64.6,24.0,0.5,3.0,0.0,20.5
1206,Harrison,OH,0.722,0.239,6956.0,0.756,0.232,7500.0,93.0,3.0,15397.0,7606.0,7791.0,0.9,95.2,2.0,0.1,0.5,0.0,15.7
1207,Harrison,TX,0.71,0.27,26364.0,0.724,0.265,29462.0,1121.0,39.0,66606.0,32517.0,34089.0,12.7,63.8,21.3,0.3,0.7,0.0,17.9
1208,Harrison,WV,0.671,0.275,27868.0,0.678,0.301,30375.0,682.0,12.0,68438.0,33365.0,35073.0,1.6,94.4,1.7,0.0,0.6,0.0,15.0
1209,Harrisonburg city,VA,0.352,0.571,17693.0,0.329,0.649,16977.0,,,53064.0,25414.0,27650.0,18.7,67.3,6.4,0.1,4.0,0.0,29.0
1210,Hart,GA,0.723,0.256,10077.0,0.744,0.248,12727.0,601.0,17.0,25535.0,12502.0,13033.0,3.7,75.1,19.0,0.0,0.9,0.0,18.8
1211,Hart,KY,0.732,0.238,7263.0,0.758,0.228,8369.0,484.0,1.0,18531.0,9138.0,9393.0,1.7,91.7,4.3,0.4,0.5,0.0,23.1
1212,Hartford,CT,0.371,0.586,399219.0,0.126,0.866,32686.0,18184.0,1481.0,897417.0,435729.0,461688.0,17.3,62.5,12.8,0.1,5.0,0.0,11.2
1213,Hartley,TX,0.888,0.088,1945.0,0.899,0.094,2076.0,179.0,0.0,5821.0,3524.0,2297.0,26.2,59.6,8.4,0.0,1.4,0.0,8.1
1214,Harvey,KS,0.585,0.344,14540.0,0.588,0.391,17034.0,619.0,7.0,34683.0,17016.0,17667.0,11.7,83.3,1.8,0.3,0.6,0.2,11.2
1215,Haskell,KS,0.778,0.175,1300.0,0.798,0.189,1383.0,103.0,1.0,4081.0,2015.0,2066.0,29.4,69.6,0.0,0.1,0.6,0.0,13.3
1216,Haskell,OK,0.781,0.186,4734.0,0.831,0.156,5014.0,404.0,5.0,12746.0,6323.0,6423.0,4.2,71.2,0.7,13.6,0.6,0.0,19.2
1217,Haskell,TX,0.795,0.178,1765.0,0.831,0.16,2211.0,86.0,3.0,5806.0,3247.0,2559.0,27.6,65.8,3.1,0.6,0.7,0.0,19.3
1218,Hawaii,HI,0.27,0.636,64865.0,0.306,0.669,87716.0,1300.0,31.0,196325.0,97677.0,98648.0,12.5,30.3,0.6,0.2,21.5,11.4,17.4
1219,Hawkins,TN,0.803,0.169,20694.0,0.822,0.164,24776.0,1300.0,29.0,56402.0,27525.0,28877.0,1.4,95.3,1.3,0.2,0.5,0.0,19.3
1220,Hayes,NE,0.924,0.059,510.0,0.925,0.064,534.0,25.0,0.0,957.0,494.0,463.0,5.9,93.8,0.0,0.0,0.0,0.0,9.0
1221,Hays,TX,0.472,0.463,71524.0,0.436,0.544,108822.0,6132.0,87.0,194843.0,96973.0,97870.0,37.8,55.3,3.5,0.2,1.3,0.0,15.3
1222,Haywood,NC,0.625,0.345,30156.0,0.626,0.361,36265.0,751.0,36.0,59854.0,29008.0,30846.0,3.7,93.1,1.0,0.4,0.5,0.0,16.6
1223,Haywood,TN,0.441,0.543,6824.0,0.45,0.539,7420.0,1339.0,28.0,17944.0,8404.0,9540.0,4.3,44.4,50.0,0.0,0.1,0.1,19.1
1224,Heard,GA,0.801,0.177,4206.0,0.837,0.153,5397.0,241.0,6.0,11607.0,5762.0,5845.0,0.7,85.0,10.0,0.0,0.5,0.1,17.4
1225,Hemphill,TX,0.865,0.107,1687.0,0.864,0.12,1720.0,156.0,1.0,4152.0,1976.0,2176.0,35.2,61.8,0.7,0.4,0.3,0.0,8.8
1226,Hempstead,AR,0.625,0.337,7031.0,0.653,0.312,6838.0,593.0,5.0,22154.0,10380.0,11774.0,12.5,55.2,29.5,0.3,0.1,0.4,25.3
1227,Henderson,IL,0.619,0.331,3480.0,0.655,0.325,3652.0,137.0,0.0,6927.0,3404.0,3523.0,1.5,96.3,0.1,0.3,0.7,0.0,11.3
1228,Henderson,KY,0.617,0.34,19705.0,0.615,0.369,20688.0,1405.0,29.0,46252.0,22409.0,23843.0,2.4,87.0,7.1,0.1,0.4,0.0,19.3
1229,Henderson,NC,0.626,0.346,56810.0,0.587,0.399,67773.0,2575.0,67.0,112156.0,54226.0,57930.0,9.9,83.5,3.1,0.2,1.1,0.1,11.8
1230,Henderson,TN,0.798,0.177,10172.0,0.815,0.174,12020.0,1455.0,26.0,27889.0,13446.0,14443.0,2.2,87.6,8.0,0.0,0.2,0.0,19.5
1231,Henderson,TX,0.79,0.189,29855.0,0.796,0.195,36197.0,1332.0,36.0,79687.0,38840.0,40847.0,12.1,78.9,6.6,0.9,0.7,0.1,18.0
1232,Hendricks,IN,0.642,0.3,75258.0,0.607,0.367,88430.0,3678.0,140.0,158170.0,78924.0,79246.0,3.6,85.8,6.0,0.2,2.5,0.0,5.1
1233,Hendry,FL,0.558,0.415,11106.0,0.61,0.381,12954.0,2242.0,44.0,39064.0,20716.0,18348.0,51.9,33.5,10.9,1.5,0.9,0.1,25.5
1234,Hennepin,MN,0.285,0.638,672644.0,0.273,0.707,753159.0,36936.0,1002.0,1224763.0,604629.0,620134.0,6.9,69.5,12.5,0.5,7.0,0.0,11.5
1235,Henrico,VA,0.368,0.578,161966.0,0.348,0.639,182426.0,6526.0,240.0,324073.0,153299.0,170774.0,5.4,54.2,29.3,0.2,8.0,0.0,10.4
1236,Henry,AL,0.701,0.285,8017.0,0.712,0.279,9266.0,747.0,6.0,17110.0,8208.0,8902.0,2.5,68.7,27.8,0.0,0.0,0.0,13.7
1237,Henry,GA,0.466,0.509,98037.0,0.393,0.597,122742.0,6395.0,114.0,217506.0,104175.0,113331.0,6.5,46.7,40.7,0.1,3.3,0.0,11.4
1238,Henry,IA,0.621,0.312,9286.0,0.653,0.329,9964.0,1178.0,6.0,19865.0,10099.0,9766.0,4.7,88.6,2.1,0.4,2.5,0.0,12.2
1239,Henry,IL,0.576,0.365,24232.0,0.596,0.381,25624.0,888.0,9.0,49649.0,24610.0,25039.0,5.5,90.8,1.8,0.1,0.6,0.0,12.5
1240,Henry,IN,0.692,0.255,20075.0,0.716,0.264,21020.0,1556.0,30.0,48649.0,25252.0,23397.0,1.7,93.8,2.3,0.2,0.5,0.0,16.1
1241,Henry,KY,0.692,0.256,7145.0,0.721,0.264,8107.0,317.0,2.0,15677.0,7715.0,7962.0,3.2,91.8,3.5,0.3,0.1,0.1,18.2
1242,Henry,MO,0.718,0.239,9855.0,0.744,0.243,10776.0,444.0,8.0,21834.0,10783.0,11051.0,2.2,94.0,1.5,0.7,0.2,0.0,21.2
1243,Henry,OH,0.668,0.27,13671.0,0.709,0.276,14482.0,584.0,17.0,27463.0,13558.0,13905.0,7.5,90.2,0.5,0.1,0.4,0.0,9.0
1244,Henry,TN,0.736,0.238,12887.0,0.747,0.236,15034.0,860.0,12.0,32263.0,15627.0,16636.0,2.3,87.5,9.0,0.2,0.1,0.0,19.7
1245,Henry,VA,0.633,0.341,24029.0,0.641,0.35,26075.0,1397.0,32.0,51956.0,25038.0,26918.0,5.2,70.3,21.7,0.1,0.7,0.0,19.2
1246,Herkimer,NY,0.646,0.3,24261.0,0.688,0.294,24766.0,399.0,10.0,62943.0,31103.0,31840.0,2.1,94.8,1.0,0.3,0.5,0.0,14.9
1247,Hernando,FL,0.629,0.339,93878.0,0.644,0.343,109176.0,3812.0,175.0,179144.0,85782.0,93362.0,12.2,79.3,4.9,0.3,1.2,0.0,14.3
1248,Hertford,NC,0.305,0.682,10100.0,0.328,0.668,10590.0,865.0,34.0,24262.0,12026.0,12236.0,3.7,33.6,57.4,1.1,0.7,0.1,23.3
1249,Hettinger,ND,0.818,0.133,1261.0,0.832,0.149,1306.0,141.0,2.0,2601.0,1242.0,1359.0,3.7,91.2,0.7,2.6,0.0,0.2,9.3
1250,Hickman,KY,0.768,0.208,2157.0,0.779,0.208,2199.0,125.0,1.0,4625.0,2156.0,2469.0,1.3,87.2,8.7,0.3,0.3,0.0,14.8
1251,Hickman,TN,0.732,0.235,7762.0,0.771,0.217,9832.0,846.0,15.0,24502.0,12830.0,11672.0,2.3,90.6,5.0,0.0,0.2,0.0,19.7
1252,Hickory,MO,0.75,0.215,4717.0,0.781,0.207,5080.0,255.0,4.0,9352.0,4547.0,4805.0,1.5,95.3,0.1,1.7,0.0,0.1,23.3
1253,Hidalgo,NM,0.486,0.419,1863.0,0.567,0.417,1969.0,125.0,2.0,4446.0,2179.0,2267.0,57.9,40.8,0.7,0.6,0.0,0.0,26.0
1254,Hidalgo,TX,0.281,0.686,172990.0,0.409,0.58,219939.0,35785.0,1952.0,839539.0,410383.0,429156.0,91.8,6.6,0.4,0.1,0.9,0.0,31.8
1255,Highland,OH,0.763,0.202,17048.0,0.796,0.194,19303.0,580.0,9.0,43031.0,21262.0,21769.0,0.9,95.5,1.2,0.2,0.4,0.0,21.6
1256,Highland,VA,0.689,0.267,1391.0,0.713,0.272,1531.0,10.0,0.0,2213.0,1020.0,1193.0,0.0,99.4,0.0,0.3,0.0,0.0,10.6
1257,Highlands,FL,0.647,0.327,45589.0,0.669,0.325,52117.0,2706.0,118.0,100177.0,48518.0,51659.0,18.9,68.4,9.3,0.3,1.5,0.0,18.7
1258,Hill,MT,0.541,0.369,6368.0,0.551,0.415,7167.0,896.0,20.0,16468.0,8332.0,8136.0,3.5,70.2,0.3,22.7,0.4,0.0,21.2
1259,Hill,TX,0.781,0.196,12906.0,0.8,0.191,14843.0,858.0,16.0,35098.0,17374.0,17724.0,20.0,71.3,6.3,0.2,0.3,0.2,17.5
1260,Hillsborough,FL,0.447,0.515,595072.0,0.46,0.529,711722.0,48669.0,816.0,1351087.0,658639.0,692448.0,27.4,50.3,15.5,0.2,3.9,0.1,15.7
1261,Hillsborough,NH,0.475,0.472,210430.0,0.526,0.45,3276.0,5615.0,323.0,406371.0,201775.0,204596.0,6.3,85.7,2.1,0.1,3.8,0.0,8.6
1262,Hillsdale,MI,0.709,0.241,19880.0,0.732,0.253,23288.0,579.0,29.0,45909.0,22902.0,23007.0,2.2,95.1,0.7,0.4,0.4,0.0,17.0
1263,Hinds,MS,0.272,0.709,91536.0,0.26,0.724,81811.0,8193.0,180.0,243249.0,113633.0,129616.0,1.5,25.3,71.6,0.1,0.8,0.0,23.9
1264,Hinsdale,CO,0.576,0.334,589.0,0.559,0.403,632.0,4.0,0.0,820.0,384.0,436.0,6.0,90.9,0.0,1.6,0.0,0.0,12.0
1265,Hitchcock,NE,0.844,0.11,1440.0,0.86,0.119,1469.0,53.0,0.0,2860.0,1423.0,1437.0,0.8,98.9,0.1,0.0,0.0,0.0,14.2
1266,Hocking,OH,0.662,0.297,12513.0,0.693,0.278,13786.0,249.0,9.0,28547.0,14122.0,14425.0,0.6,96.6,1.0,0.0,0.2,0.0,14.2
1267,Hockley,TX,0.796,0.173,7282.0,0.808,0.183,8091.0,754.0,19.0,23273.0,11505.0,11768.0,46.9,47.7,3.6,0.6,0.2,0.1,14.9
1268,Hodgeman,KS,0.84,0.123,1006.0,0.838,0.146,1033.0,36.0,0.0,1875.0,935.0,940.0,7.7,87.9,0.0,0.1,3.0,0.0,8.4
1269,Hoke,NC,0.43,0.538,17847.0,0.439,0.545,22078.0,1596.0,25.0,52571.0,25993.0,26578.0,12.8,40.5,32.5,7.9,1.4,0.1,21.9
1270,Holmes,FL,0.879,0.1,8506.0,0.89,0.102,9077.0,932.0,12.0,19483.0,10449.0,9034.0,2.7,87.1,7.3,1.1,0.2,0.2,26.6
1271,Holmes,MS,0.163,0.826,7045.0,0.183,0.792,6542.0,1156.0,60.0,18267.0,8707.0,9560.0,0.3,15.6,83.1,0.0,0.3,0.0,46.5
1272,Holmes,OH,0.793,0.163,10823.0,0.831,0.155,12809.0,929.0,14.0,43808.0,21874.0,21934.0,0.9,97.9,0.2,0.0,0.2,0.0,12.0
1273,Holt,MO,0.82,0.147,2348.0,0.843,0.144,2344.0,127.0,1.0,4499.0,2239.0,2260.0,0.4,96.4,0.3,1.6,0.4,0.0,12.0
1274,Holt,NE,0.859,0.105,4979.0,0.862,0.123,5531.0,328.0,5.0,10293.0,5157.0,5136.0,4.3,94.0,0.1,0.8,0.5,0.0,8.9
1275,Honolulu,HI,0.316,0.615,285683.0,0.357,0.625,381627.0,13186.0,170.0,990060.0,498993.0,491067.0,9.6,18.7,2.2,0.1,41.8,8.7,9.1
1276,Hood,TX,0.818,0.153,26120.0,0.813,0.173,32580.0,1233.0,41.0,55418.0,27199.0,28219.0,12.0,84.8,0.7,0.9,0.8,0.0,12.3
1277,Hood River,OR,0.31,0.612,10383.0,0.302,0.67,12947.0,290.0,1.0,22938.0,11512.0,11426.0,31.1,64.2,0.1,0.6,1.9,0.0,12.1
1278,Hooker,NE,0.857,0.097,414.0,0.851,0.133,442.0,25.0,1.0,684.0,315.0,369.0,2.9,96.2,0.9,0.0,0.0,0.0,17.4
1279,Hopewell city,VA,0.433,0.527,8968.0,0.418,0.565,9606.0,,,22353.0,10342.0,12011.0,7.3,48.8,40.0,0.1,1.3,0.0,21.2
1280,Hopkins,KY,0.751,0.212,20341.0,0.733,0.253,21509.0,1119.0,43.0,45985.0,22353.0,23632.0,1.9,88.8,6.2,0.3,0.5,0.0,17.2
1281,Hopkins,TX,0.794,0.186,13476.0,0.798,0.191,15932.0,693.0,36.0,35929.0,17643.0,18286.0,16.3,74.0,6.7,0.2,0.7,0.1,17.9
1282,Horry,SC,0.673,0.295,124503.0,0.661,0.329,179744.0,12640.0,233.0,310186.0,150251.0,159935.0,6.0,77.1,13.5,0.4,1.2,0.1,17.0
1283,Hot Spring,AR,0.685,0.263,11909.0,0.734,0.244,12503.0,2297.0,37.0,33480.0,17294.0,16186.0,3.4,82.8,10.9,0.3,0.3,0.0,15.8
1284,Hot Springs,WY,0.765,0.158,2535.0,0.776,0.187,2577.0,55.0,0.0,4741.0,2404.0,2337.0,1.9,94.5,0.0,2.3,0.0,0.0,12.5
1285,Houghton,MI,0.542,0.385,15623.0,0.56,0.418,18540.0,986.0,9.0,36333.0,19713.0,16620.0,1.5,92.4,0.7,0.3,2.9,0.0,21.4
1286,Houston,AL,0.727,0.251,42030.0,0.708,0.278,45750.0,4320.0,35.0,104108.0,49905.0,54203.0,3.2,67.2,26.5,0.3,0.8,0.0,18.5
1287,Houston,GA,0.594,0.377,59559.0,0.555,0.431,74823.0,3740.0,95.0,150341.0,73081.0,77260.0,6.6,57.5,29.7,0.3,3.0,0.0,16.7
1288,Houston,MN,0.534,0.394,10515.0,0.554,0.424,11438.0,260.0,2.0,18709.0,9371.0,9338.0,1.0,96.3,0.7,0.2,0.5,0.0,8.9
1289,Houston,TN,0.689,0.273,3165.0,0.738,0.236,3681.0,439.0,17.0,8188.0,4106.0,4082.0,0.8,92.2,4.0,0.5,0.3,0.0,17.1
1290,Houston,TX,0.747,0.238,8302.0,0.748,0.245,9425.0,430.0,14.0,22849.0,12274.0,10575.0,10.7,62.0,24.9,0.2,0.4,0.0,24.7
1291,Howard,AR,0.675,0.289,4671.0,0.697,0.277,4818.0,625.0,14.0,13472.0,6582.0,6890.0,12.0,65.0,20.9,0.2,0.2,0.0,21.0
1292,Howard,IA,0.579,0.371,4507.0,0.631,0.358,4952.0,293.0,9.0,9321.0,4677.0,4644.0,1.5,96.7,0.7,0.0,0.2,0.0,11.6
1293,Howard,IN,0.644,0.305,36754.0,0.65,0.327,40619.0,1827.0,68.0,82457.0,39889.0,42568.0,3.2,85.8,7.0,0.4,1.3,0.0,16.5
1294,Howard,MD,0.306,0.641,146401.0,0.269,0.712,173750.0,5988.0,129.0,312495.0,152843.0,159652.0,6.5,54.1,18.1,0.2,17.3,0.0,5.2
1295,Howard,MO,0.676,0.264,4851.0,0.698,0.277,5089.0,273.0,2.0,10144.0,5069.0,5075.0,1.4,90.8,5.1,0.5,0.2,0.1,16.4
