year,state,state_po,county_name,candidate,party,candidatevotes,totalvotes,percentile
2020,ALASKA,AK,DISTRICT 36,DONALD J TRUMP,REPUBLICAN,5114,9292,0.550365906
2020,ALASKA,AK,DISTRICT 36,JOSEPH R BIDEN JR,DEMOCRAT,3796,9292,0.408523461
2016,ALASKA,AK,DISTRICT 37,DONALD TRUMP,REPUBLICAN,1938,5062,0.382852627
2016,ALASKA,AK,DISTRICT 37,HILLARY CLINTON,DEMOCRAT,2421,5062,0.478269459
2020,ALASKA,AK,DISTRICT 37,DONALD J TRUMP,REPUBLICAN,2358,5142,0.458576429
2020,ALASKA,AK,DISTRICT 37,JOSEPH R BIDEN JR,DEMOCRAT,2560,5142,0.497860755
2016,ALASKA,AK,DISTRICT 38,DONALD TRUMP,REPUBLICAN,1143,5095,0.224337586
2016,ALASKA,AK,DISTRICT 38,HILLARY CLINTON,DEMOCRAT,2758,5095,0.541315015
2020,ALASKA,AK,DISTRICT 38,DONALD J TRUMP,REPUBLICAN,1737,5299,0.327797698
2020,ALASKA,AK,DISTRICT 38,JOSEPH R BIDEN JR,DEMOCRAT,3202,5299,0.604264956
2016,ALASKA,AK,DISTRICT 39,DONALD TRUMP,REPUBLICAN,1405,5639,0.249157652
2016,ALASKA,AK,DISTRICT 39,HILLARY CLINTON,DEMOCRAT,3142,5639,0.557190991
2020,ALASKA,AK,DISTRICT 39,DONALD J TRUMP,REPUBLICAN,1939,5891,0.329146155
2020,ALASKA,AK,DISTRICT 39,JOSEPH R BIDEN JR,DEMOCRAT,3580,5891,0.607706671
2016,ALASKA,AK,DISTRICT 40,DONALD TRUMP,REPUBLICAN,1377,4610,0.298698482
2016,ALASKA,AK,DISTRICT 40,HILLARY CLINTON,DEMOCRAT,2338,4610,0.507158351
2020,ALASKA,AK,DISTRICT 40,DONALD J TRUMP,REPUBLICAN,1994,4603,0.433195742
2020,ALASKA,AK,DISTRICT 40,JOSEPH R BIDEN JR,DEMOCRAT,2318,4603,0.503584619
2016,ALASKA,AK,DISTRICT 99,DONALD TRUMP,REPUBLICAN,40,342,0.116959064
2016,ALASKA,AK,DISTRICT 99,HILLARY CLINTON,DEMOCRAT,274,342,0.801169591
2020,ALASKA,AK,DISTRICT 99,DONALD J TRUMP,REPUBLICAN,59,433,0.136258661
2020,ALASKA,AK,DISTRICT 99,JOSEPH R BIDEN JR,DEMOCRAT,373,433,0.861431871
2016,ARIZONA,AZ,APACHE,DONALD TRUMP,REPUBLICAN,8240,27661,0.297892339
2016,ARIZONA,AZ,APACHE,HILLARY CLINTON,DEMOCRAT,17083,27661,0.617584325
2020,ARIZONA,AZ,APACHE,DONALD J TRUMP,REPUBLICAN,11442,35172,0.325315592
2020,ARIZONA,AZ,APACHE,JOSEPH R BIDEN JR,DEMOCRAT,23293,35172,0.662259752
2016,ARIZONA,AZ,COCHISE,DONALD TRUMP,REPUBLICAN,28092,50015,0.561671499
2016,ARIZONA,AZ,COCHISE,HILLARY CLINTON,DEMOCRAT,17450,50015,0.348895331
2020,ARIZONA,AZ,COCHISE,DONALD J TRUMP,REPUBLICAN,35557,60442,0.588282982
2020,ARIZONA,AZ,COCHISE,JOSEPH R BIDEN JR,DEMOCRAT,23732,60442,0.392640879
2016,ARIZONA,AZ,COCONINO,DONALD TRUMP,REPUBLICAN,21108,59784,0.353071056
2016,ARIZONA,AZ,COCONINO,HILLARY CLINTON,DEMOCRAT,32404,59784,0.542017931
2020,ARIZONA,AZ,COCONINO,DONALD J TRUMP,REPUBLICAN,27052,73272,0.369199694
2020,ARIZONA,AZ,COCONINO,JOSEPH R BIDEN JR,DEMOCRAT,44698,73272,0.610028387
2016,ARIZONA,AZ,GILA,DONALD TRUMP,REPUBLICAN,14182,22312,0.635622087
2016,ARIZONA,AZ,GILA,HILLARY CLINTON,DEMOCRAT,7003,22312,0.313866977
2020,ARIZONA,AZ,GILA,DONALD J TRUMP,REPUBLICAN,18377,27662,0.664340973
2020,ARIZONA,AZ,GILA,JOSEPH R BIDEN JR,DEMOCRAT,8943,27662,0.323295496
2016,ARIZONA,AZ,GRAHAM,DONALD TRUMP,REPUBLICAN,8025,12134,0.66136476
2016,ARIZONA,AZ,GRAHAM,HILLARY CLINTON,DEMOCRAT,3301,12134,0.272045492
2020,ARIZONA,AZ,GRAHAM,DONALD J TRUMP,REPUBLICAN,10749,14995,0.716838946
2020,ARIZONA,AZ,GRAHAM,JOSEPH R BIDEN JR,DEMOCRAT,4034,14995,0.269023008
2016,ARIZONA,AZ,GREENLEE,DONALD TRUMP,REPUBLICAN,1892,3270,0.578593272
2016,ARIZONA,AZ,GREENLEE,HILLARY CLINTON,DEMOCRAT,1092,3270,0.333944954
2020,ARIZONA,AZ,GREENLEE,DONALD J TRUMP,REPUBLICAN,2433,3685,0.660244233
2020,ARIZONA,AZ,GREENLEE,JOSEPH R BIDEN JR,DEMOCRAT,1182,3685,0.320759837
2016,ARIZONA,AZ,LA PAZ,DONALD TRUMP,REPUBLICAN,4003,5951,0.672660057
2016,ARIZONA,AZ,LA PAZ,HILLARY CLINTON,DEMOCRAT,1575,5951,0.264661401
2020,ARIZONA,AZ,LA PAZ,DONALD J TRUMP,REPUBLICAN,5129,7458,0.687717887
2020,ARIZONA,AZ,LA PAZ,JOSEPH R BIDEN JR,DEMOCRAT,2236,7458,0.299812282
2016,ARIZONA,AZ,MARICOPA,DONALD TRUMP,REPUBLICAN,747361,1567834,0.476683756
2016,ARIZONA,AZ,MARICOPA,HILLARY CLINTON,DEMOCRAT,702907,1567834,0.448329989
2020,ARIZONA,AZ,MARICOPA,DONALD J TRUMP,REPUBLICAN,995665,2068144,0.481429243
2020,ARIZONA,AZ,MARICOPA,JOSEPH R BIDEN JR,DEMOCRAT,1040774,2068144,0.503240587
2016,ARIZONA,AZ,MOHAVE,DONALD TRUMP,REPUBLICAN,58282,79943,0.729044444
2016,ARIZONA,AZ,MOHAVE,HILLARY CLINTON,DEMOCRAT,17455,79943,0.218343069
2020,ARIZONA,AZ,MOHAVE,DONALD J TRUMP,REPUBLICAN,78535,104668,0.750324837
2020,ARIZONA,AZ,MOHAVE,JOSEPH R BIDEN JR,DEMOCRAT,24831,104668,0.237235831
2016,ARIZONA,AZ,NAVAJO,DONALD TRUMP,REPUBLICAN,20577,40294,0.510671564
2016,ARIZONA,AZ,NAVAJO,HILLARY CLINTON,DEMOCRAT,16459,40294,0.408472725
2020,ARIZONA,AZ,NAVAJO,DONALD J TRUMP,REPUBLICAN,27657,51767,0.534259277
2020,ARIZONA,AZ,NAVAJO,JOSEPH R BIDEN JR,DEMOCRAT,23383,51767,0.451697027
2016,ARIZONA,AZ,PIMA,DONALD TRUMP,REPUBLICAN,167428,421640,0.397087563
2016,ARIZONA,AZ,PIMA,HILLARY CLINTON,DEMOCRAT,224661,421640,0.532826582
2020,ARIZONA,AZ,PIMA,DONALD J TRUMP,REPUBLICAN,207758,520397,0.399229819
2020,ARIZONA,AZ,PIMA,JOSEPH R BIDEN JR,DEMOCRAT,304981,520397,0.586054493
2016,ARIZONA,AZ,PINAL,DONALD TRUMP,REPUBLICAN,72819,129546,0.562109212
2016,ARIZONA,AZ,PINAL,HILLARY CLINTON,DEMOCRAT,47892,129546,0.369691075
2020,ARIZONA,AZ,PINAL,DONALD J TRUMP,REPUBLICAN,107077,184974,0.57887595
2020,ARIZONA,AZ,PINAL,JOSEPH R BIDEN JR,DEMOCRAT,75106,184974,0.406035443
2016,ARIZONA,AZ,SANTA CRUZ,DONALD TRUMP,REPUBLICAN,3897,16433,0.23714477
2016,ARIZONA,AZ,SANTA CRUZ,HILLARY CLINTON,DEMOCRAT,11690,16433,0.711373456
2020,ARIZONA,AZ,SANTA CRUZ,DONALD J TRUMP,REPUBLICAN,6194,19556,0.316731438
2020,ARIZONA,AZ,SANTA CRUZ,JOSEPH R BIDEN JR,DEMOCRAT,13138,19556,0.671814277
2016,ARIZONA,AZ,YAVAPAI,DONALD TRUMP,REPUBLICAN,71330,114450,0.62324159
2016,ARIZONA,AZ,YAVAPAI,HILLARY CLINTON,DEMOCRAT,35590,114450,0.310965487
2020,ARIZONA,AZ,YAVAPAI,DONALD J TRUMP,REPUBLICAN,91527,143221,0.639061311
2020,ARIZONA,AZ,YAVAPAI,JOSEPH R BIDEN JR,DEMOCRAT,49602,143221,0.346331893
2016,ARIZONA,AZ,YUMA,DONALD TRUMP,REPUBLICAN,25165,53010,0.474721751
2016,ARIZONA,AZ,YUMA,HILLARY CLINTON,DEMOCRAT,24605,53010,0.464157706
2020,ARIZONA,AZ,YUMA,DONALD J TRUMP,REPUBLICAN,36534,69881,0.522803051
2020,ARIZONA,AZ,YUMA,JOSEPH R BIDEN JR,DEMOCRAT,32210,69881,0.460926432
2016,ARKANSAS,AR,ARKANSAS,DONALD TRUMP,REPUBLICAN,3826,6212,0.615904701
2016,ARKANSAS,AR,ARKANSAS,HILLARY CLINTON,DEMOCRAT,1939,6212,0.312137798
2020,ARKANSAS,AR,ARKANSAS,DONALD J TRUMP,REPUBLICAN,1,6292,0.000158932
2020,ARKANSAS,AR,ARKANSAS,DONALD J TRUMP,REPUBLICAN,145,6292,0.023045137
2020,ARKANSAS,AR,ARKANSAS,DONALD J TRUMP,REPUBLICAN,500,6292,0.079465989
2020,ARKANSAS,AR,ARKANSAS,DONALD J TRUMP,REPUBLICAN,3658,6292,0.581373172
2020,ARKANSAS,AR,ARKANSAS,JOSEPH R BIDEN JR,DEMOCRAT,3,6292,0.000476796
2020,ARKANSAS,AR,ARKANSAS,JOSEPH R BIDEN JR,DEMOCRAT,172,6292,0.0273363
2020,ARKANSAS,AR,ARKANSAS,JOSEPH R BIDEN JR,DEMOCRAT,224,6292,0.035600763
2020,ARKANSAS,AR,ARKANSAS,JOSEPH R BIDEN JR,DEMOCRAT,1419,6292,0.225524476
2016,ARKANSAS,AR,ASHLEY,DONALD TRUMP,REPUBLICAN,5338,8083,0.660398367
2016,ARKANSAS,AR,ASHLEY,HILLARY CLINTON,DEMOCRAT,2408,8083,0.297909192
2020,ARKANSAS,AR,ASHLEY,DONALD J TRUMP,REPUBLICAN,12,7926,0.001514005
2020,ARKANSAS,AR,ASHLEY,DONALD J TRUMP,REPUBLICAN,286,7926,0.036083775
2020,ARKANSAS,AR,ASHLEY,DONALD J TRUMP,REPUBLICAN,1232,7926,0.1554378
2020,ARKANSAS,AR,ASHLEY,DONALD J TRUMP,REPUBLICAN,4018,7926,0.506939187
2020,ARKANSAS,AR,ASHLEY,JOSEPH R BIDEN JR,DEMOCRAT,7,7926,0.000883169
2020,ARKANSAS,AR,ASHLEY,JOSEPH R BIDEN JR,DEMOCRAT,347,7926,0.043779965
2020,ARKANSAS,AR,ASHLEY,JOSEPH R BIDEN JR,DEMOCRAT,462,7926,0.058289175
2020,ARKANSAS,AR,ASHLEY,JOSEPH R BIDEN JR,DEMOCRAT,1309,7926,0.165152662
2016,ARKANSAS,AR,BAXTER,DONALD TRUMP,REPUBLICAN,14682,19766,0.742790651
2016,ARKANSAS,AR,BAXTER,HILLARY CLINTON,DEMOCRAT,4169,19766,0.210917738
2020,ARKANSAS,AR,BAXTER,DONALD J TRUMP,REPUBLICAN,1160,21007,0.055219689
2020,ARKANSAS,AR,BAXTER,DONALD J TRUMP,REPUBLICAN,2540,21007,0.120912077
2020,ARKANSAS,AR,BAXTER,DONALD J TRUMP,REPUBLICAN,12136,21007,0.577712191
2020,ARKANSAS,AR,BAXTER,JOSEPH R BIDEN JR,DEMOCRAT,449,21007,0.021373828
2020,ARKANSAS,AR,BAXTER,JOSEPH R BIDEN JR,DEMOCRAT,1236,21007,0.05883753
2020,ARKANSAS,AR,BAXTER,JOSEPH R BIDEN JR,DEMOCRAT,2950,21007,0.140429381
2016,ARKANSAS,AR,BENTON,DONALD TRUMP,REPUBLICAN,60871,96824,0.628676774
2016,ARKANSAS,AR,BENTON,HILLARY CLINTON,DEMOCRAT,28005,96824,0.28923614
2020,ARKANSAS,AR,BENTON,DONALD J TRUMP,REPUBLICAN,5400,119912,0.045033024
2020,ARKANSAS,AR,BENTON,DONALD J TRUMP,REPUBLICAN,11599,119912,0.096729268
2020,ARKANSAS,AR,BENTON,DONALD J TRUMP,REPUBLICAN,56966,119912,0.475065048
2020,ARKANSAS,AR,BENTON,JOSEPH R BIDEN JR,DEMOCRAT,4565,119912,0.038069584
2020,ARKANSAS,AR,BENTON,JOSEPH R BIDEN JR,DEMOCRAT,9176,119912,0.076522783
2020,ARKANSAS,AR,BENTON,JOSEPH R BIDEN JR,DEMOCRAT,28508,119912,0.23774101
2016,ARKANSAS,AR,BOONE,DONALD TRUMP,REPUBLICAN,12235,16111,0.75941903
2016,ARKANSAS,AR,BOONE,HILLARY CLINTON,DEMOCRAT,2926,16111,0.181615046
2020,ARKANSAS,AR,BOONE,DONALD J TRUMP,REPUBLICAN,6,17114,0.00035059
2020,ARKANSAS,AR,BOONE,DONALD J TRUMP,REPUBLICAN,711,17114,0.041544934
2020,ARKANSAS,AR,BOONE,DONALD J TRUMP,REPUBLICAN,3700,17114,0.216197265
2020,ARKANSAS,AR,BOONE,DONALD J TRUMP,REPUBLICAN,9235,17114,0.539616688
2020,ARKANSAS,AR,BOONE,JOSEPH R BIDEN JR,DEMOCRAT,3,17114,0.000175295
2020,ARKANSAS,AR,BOONE,JOSEPH R BIDEN JR,DEMOCRAT,489,17114,0.028573098
2020,ARKANSAS,AR,BOONE,JOSEPH R BIDEN JR,DEMOCRAT,584,17114,0.034124109
2020,ARKANSAS,AR,BOONE,JOSEPH R BIDEN JR,DEMOCRAT,1988,17114,0.116162206
2016,ARKANSAS,AR,BRADLEY,DONALD TRUMP,REPUBLICAN,2164,3653,0.592389817
2016,ARKANSAS,AR,BRADLEY,HILLARY CLINTON,DEMOCRAT,1317,3653,0.360525595
2020,ARKANSAS,AR,BRADLEY,DONALD J TRUMP,REPUBLICAN,2,3654,0.000547345
2020,ARKANSAS,AR,BRADLEY,DONALD J TRUMP,REPUBLICAN,117,3654,0.032019704
2020,ARKANSAS,AR,BRADLEY,DONALD J TRUMP,REPUBLICAN,772,3654,0.211275315
2020,ARKANSAS,AR,BRADLEY,DONALD J TRUMP,REPUBLICAN,1444,3654,0.395183361
2020,ARKANSAS,AR,BRADLEY,JOSEPH R BIDEN JR,DEMOCRAT,3,3654,0.000821018
2020,ARKANSAS,AR,BRADLEY,JOSEPH R BIDEN JR,DEMOCRAT,162,3654,0.044334975
2020,ARKANSAS,AR,BRADLEY,JOSEPH R BIDEN JR,DEMOCRAT,290,3654,0.079365079
2020,ARKANSAS,AR,BRADLEY,JOSEPH R BIDEN JR,DEMOCRAT,759,3654,0.20771757
2016,ARKANSAS,AR,CALHOUN,DONALD TRUMP,REPUBLICAN,1556,2269,0.685764654
2016,ARKANSAS,AR,CALHOUN,HILLARY CLINTON,DEMOCRAT,639,2269,0.28162186
2020,ARKANSAS,AR,CALHOUN,DONALD J TRUMP,REPUBLICAN,24,2182,0.010999083
2020,ARKANSAS,AR,CALHOUN,DONALD J TRUMP,REPUBLICAN,72,2182,0.03299725
2020,ARKANSAS,AR,CALHOUN,DONALD J TRUMP,REPUBLICAN,582,2182,0.266727773
2020,ARKANSAS,AR,CALHOUN,DONALD J TRUMP,REPUBLICAN,958,2182,0.439046746
2020,ARKANSAS,AR,CALHOUN,JOSEPH R BIDEN JR,DEMOCRAT,12,2182,0.005499542
2020,ARKANSAS,AR,CALHOUN,JOSEPH R BIDEN JR,DEMOCRAT,39,2182,0.017873511
2020,ARKANSAS,AR,CALHOUN,JOSEPH R BIDEN JR,DEMOCRAT,128,2182,0.058661778
2020,ARKANSAS,AR,CALHOUN,JOSEPH R BIDEN JR,DEMOCRAT,300,2182,0.137488543
2016,ARKANSAS,AR,CARROLL,DONALD TRUMP,REPUBLICAN,6786,10758,0.630786392
2016,ARKANSAS,AR,CARROLL,HILLARY CLINTON,DEMOCRAT,3342,10758,0.310652538
2020,ARKANSAS,AR,CARROLL,DONALD J TRUMP,REPUBLICAN,43,11797,0.003644994
2020,ARKANSAS,AR,CARROLL,DONALD J TRUMP,REPUBLICAN,627,11797,0.053149106
2020,ARKANSAS,AR,CARROLL,DONALD J TRUMP,REPUBLICAN,1892,11797,0.160379758
2020,ARKANSAS,AR,CARROLL,DONALD J TRUMP,REPUBLICAN,4862,11797,0.412138679
2020,ARKANSAS,AR,CARROLL,JOSEPH R BIDEN JR,DEMOCRAT,41,11797,0.00347546
2020,ARKANSAS,AR,CARROLL,JOSEPH R BIDEN JR,DEMOCRAT,420,11797,0.035602272
2020,ARKANSAS,AR,CARROLL,JOSEPH R BIDEN JR,DEMOCRAT,1247,11797,0.10570484
2020,ARKANSAS,AR,CARROLL,JOSEPH R BIDEN JR,DEMOCRAT,2315,11797,0.196236331
2016,ARKANSAS,AR,CHICOT,DONALD TRUMP,REPUBLICAN,1716,4176,0.41091954
2016,ARKANSAS,AR,CHICOT,HILLARY CLINTON,DEMOCRAT,2350,4176,0.562739464
2020,ARKANSAS,AR,CHICOT,DONALD J TRUMP,REPUBLICAN,183,4103,0.044601511
2020,ARKANSAS,AR,CHICOT,DONALD J TRUMP,REPUBLICAN,362,4103,0.088228126
2020,ARKANSAS,AR,CHICOT,DONALD J TRUMP,REPUBLICAN,1207,4103,0.294174994
2020,ARKANSAS,AR,CHICOT,JOSEPH R BIDEN JR,DEMOCRAT,375,4103,0.091396539
2020,ARKANSAS,AR,CHICOT,JOSEPH R BIDEN JR,DEMOCRAT,824,4103,0.200828662
2020,ARKANSAS,AR,CHICOT,JOSEPH R BIDEN JR,DEMOCRAT,1061,4103,0.258591275
2016,ARKANSAS,AR,CLARK,DONALD TRUMP,REPUBLICAN,4404,8526,0.51653765
2016,ARKANSAS,AR,CLARK,HILLARY CLINTON,DEMOCRAT,3620,8526,0.424583627
2020,ARKANSAS,AR,CLARK,DONALD J TRUMP,REPUBLICAN,11,8395,0.001310304
2020,ARKANSAS,AR,CLARK,DONALD J TRUMP,REPUBLICAN,280,8395,0.033353186
2020,ARKANSAS,AR,CLARK,DONALD J TRUMP,REPUBLICAN,1249,8395,0.148779035
2020,ARKANSAS,AR,CLARK,DONALD J TRUMP,REPUBLICAN,3076,8395,0.366408577
2020,ARKANSAS,AR,CLARK,JOSEPH R BIDEN JR,DEMOCRAT,25,8395,0.002977963
2020,ARKANSAS,AR,CLARK,JOSEPH R BIDEN JR,DEMOCRAT,485,8395,0.057772484
2020,ARKANSAS,AR,CLARK,JOSEPH R BIDEN JR,DEMOCRAT,515,8395,0.061346039
2020,ARKANSAS,AR,CLARK,JOSEPH R BIDEN JR,DEMOCRAT,2413,8395,0.287432996
2016,ARKANSAS,AR,CLAY,DONALD TRUMP,REPUBLICAN,3781,5200,0.727115385
2016,ARKANSAS,AR,CLAY,HILLARY CLINTON,DEMOCRAT,1199,5200,0.230576923
2020,ARKANSAS,AR,CLAY,DONALD J TRUMP,REPUBLICAN,18,5183,0.003472892
2020,ARKANSAS,AR,CLAY,DONALD J TRUMP,REPUBLICAN,133,5183,0.025660814
2020,ARKANSAS,AR,CLAY,DONALD J TRUMP,REPUBLICAN,954,5183,0.184063284
2020,ARKANSAS,AR,CLAY,DONALD J TRUMP,REPUBLICAN,2981,5183,0.575149527
2020,ARKANSAS,AR,CLAY,JOSEPH R BIDEN JR,DEMOCRAT,9,5183,0.001736446
2020,ARKANSAS,AR,CLAY,JOSEPH R BIDEN JR,DEMOCRAT,128,5183,0.024696122
2020,ARKANSAS,AR,CLAY,JOSEPH R BIDEN JR,DEMOCRAT,141,5183,0.027204322
2020,ARKANSAS,AR,CLAY,JOSEPH R BIDEN JR,DEMOCRAT,684,5183,0.131969902
2016,ARKANSAS,AR,CLEBURNE,DONALD TRUMP,REPUBLICAN,9458,12085,0.782623086
2016,ARKANSAS,AR,CLEBURNE,HILLARY CLINTON,DEMOCRAT,2101,12085,0.173851882
2020,ARKANSAS,AR,CLEBURNE,DONALD J TRUMP,REPUBLICAN,35,12680,0.002760252
2020,ARKANSAS,AR,CLEBURNE,DONALD J TRUMP,REPUBLICAN,423,12680,0.033359621
2020,ARKANSAS,AR,CLEBURNE,DONALD J TRUMP,REPUBLICAN,3581,12680,0.282413249
2020,ARKANSAS,AR,CLEBURNE,DONALD J TRUMP,REPUBLICAN,6289,12680,0.495977918
2020,ARKANSAS,AR,CLEBURNE,JOSEPH R BIDEN JR,DEMOCRAT,26,12680,0.002050473
2020,ARKANSAS,AR,CLEBURNE,JOSEPH R BIDEN JR,DEMOCRAT,383,12680,0.030205047
2020,ARKANSAS,AR,CLEBURNE,JOSEPH R BIDEN JR,DEMOCRAT,432,12680,0.034069401
2020,ARKANSAS,AR,CLEBURNE,JOSEPH R BIDEN JR,DEMOCRAT,1147,12680,0.090457413
2016,ARKANSAS,AR,CLEVELAND,DONALD TRUMP,REPUBLICAN,2462,3354,0.734048897
2016,ARKANSAS,AR,CLEVELAND,HILLARY CLINTON,DEMOCRAT,723,3354,0.215563506
2020,ARKANSAS,AR,CLEVELAND,DONALD J TRUMP,REPUBLICAN,45,3600,0.0125
